experiment_dna_short_read_id	read_length	target_insert_size	sequencing_platform	targeted_region_bed_file	targeted_regions_method	seq_library_prep_kit_method	date_data_generation	analyte_id	experiment_sample_id	sequencing_event_details	experiment_type
PMGRC-710-710-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313017EP	PMGRC-710-710-0	NA	genome
PMGRC-718-718-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313020EP	PMGRC-718-718-0	NA	genome
PMGRC-724-668-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313008EP	PMGRC-724-668-1	NA	genome
PMGRC-729-729-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313021EP	PMGRC-729-729-0	NA	genome
PMGRC-753-753-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313022EP	PMGRC-753-753-0	NA	genome
PMGRC-754-753-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313024EP	PMGRC-754-753-2	NA	genome
PMGRC-755-753-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313023EP	PMGRC-755-753-1	NA	genome
PMGRC-759-760-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313027EP	PMGRC-759-760-2	NA	genome
PMGRC-760-760-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313025EP	PMGRC-760-760-0	NA	genome
PMGRC-761-760-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313026EP	PMGRC-761-760-1	NA	genome
PMGRC-700-700-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313048EP	PMGRC-700-700-0	NA	genome
PMGRC-768-770-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313029EP	PMGRC-768-770-1	NA	genome
PMGRC-769-770-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313030EP	PMGRC-769-770-2	NA	genome
PMGRC-772-772-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313031EP	PMGRC-772-772-0	NA	genome
PMGRC-784-784-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313032EP	PMGRC-784-784-0	NA	genome
PMGRC-785-784-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313034EP	PMGRC-785-784-2	NA	genome
PMGRC-786-784-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313033EP	PMGRC-786-784-1	NA	genome
PMGRC-787-784-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313095EP	PMGRC-787-784-3	NA	genome
PMGRC-788-784-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313096EP	PMGRC-788-784-3	NA	genome
PMGRC-791-791-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313035EP	PMGRC-791-791-0	NA	genome
PMGRC-792-791-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313036EP	PMGRC-792-791-2	NA	genome
PMGRC-793-793-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313037EP	PMGRC-793-793-0	NA	genome
PMGRC-794-793-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313039EP	PMGRC-794-793-2	NA	genome
PMGRC-795-793-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313038EP	PMGRC-795-793-1	NA	genome
PMGRC-801-801-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313040EP	PMGRC-801-801-0	NA	genome
PMGRC-802-802-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313047EP	PMGRC-802-802-0	NA	genome
PMGRC-803-802-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313043EP	PMGRC-803-802-2	NA	genome
PMGRC-804-802-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313042EP	PMGRC-804-802-1	NA	genome
PMGRC-827-827-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313044EP	PMGRC-827-827-0	NA	genome
PMGRC-828-827-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313046EP	PMGRC-828-827-3	NA	genome
PMGRC-829-827-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313045EP	PMGRC-829-827-2	NA	genome
PMGRC-830-827-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313041EP	PMGRC-830-827-1	NA	genome
PMGRC-637-635-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313066EP	PMGRC-637-635-3	NA	genome
PMGRC-638-635-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313067EP	PMGRC-638-635-3	NA	genome
PMGRC-671-671-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313068EP	PMGRC-671-671-0	NA	genome
PMGRC-677-677-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313070EP	PMGRC-677-677-0	NA	genome
PMGRC-698-697-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313073EP	PMGRC-698-697-2	NA	genome
PMGRC-699-700-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313074EP	PMGRC-699-700-1	NA	genome
PMGRC-701-700-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313075EP	PMGRC-701-700-2	NA	genome
PMGRC-719-719-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313076EP	PMGRC-719-719-0	NA	genome
PMGRC-720-719-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313077EP	PMGRC-720-719-2	NA	genome
PMGRC-727-671-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313078EP	PMGRC-727-671-2	NA	genome
PMGRC-728-671-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313079EP	PMGRC-728-671-1	NA	genome
PMGRC-732-653-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313080EP	PMGRC-732-653-1	NA	genome
PMGRC-733-719-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313081EP	PMGRC-733-719-1	NA	genome
PMGRC-736-737-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313082EP	PMGRC-736-737-2	NA	genome
PMGRC-737-737-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313083EP	PMGRC-737-737-0	NA	genome
PMGRC-741-743-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313084EP	PMGRC-741-743-1	NA	genome
PMGRC-742-743-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313085EP	PMGRC-742-743-2	NA	genome
PMGRC-743-743-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313086EP	PMGRC-743-743-0	NA	genome
PMGRC-766-767-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313087EP	PMGRC-766-767-2	NA	genome
PMGRC-767-767-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313088EP	PMGRC-767-767-0	NA	genome
PMGRC-778-779-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313089EP	PMGRC-778-779-2	NA	genome
PMGRC-779-779-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313090EP	PMGRC-779-779-0	NA	genome
PMGRC-780-779-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313091EP	PMGRC-780-779-1	NA	genome
PMGRC-782-782-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313093EP	PMGRC-782-782-0	NA	genome
PMGRC-796-796-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313097EP	PMGRC-796-796-0	NA	genome
PMGRC-817-817-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313098EP	PMGRC-817-817-0	NA	genome
PMGRC-826-635-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-13	GER2313099EP	PMGRC-826-635-1	NA	genome
PMGRC-101-101-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-101-101-0	PMGRC-101-101-0	NA	genome
PMGRC-205-205-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-205-205-0	PMGRC-205-205-0	NA	genome
PMGRC-212-212-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-212-212-0	PMGRC-212-212-0	NA	genome
PMGRC-255-255-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-255-255-0	PMGRC-255-255-0	NA	genome
PMGRC-258-258-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-258-258-0	PMGRC-258-258-0	NA	genome
PMGRC-36-36-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-36-36-0	PMGRC-36-36-0	NA	genome
PMGRC-770-770-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-770-770-0	PMGRC-770-770-0	NA	genome
PMGRC-773-773-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-773-773-0	PMGRC-773-773-0	NA	genome
PMGRC-8-8-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-8-8-0	PMGRC-8-8-0	NA	genome
PMGRC-744-744-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-744-744-0	PMGRC-744-744-0	NA	genome
PMGRC-746-746-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-746-746-0	PMGRC-746-746-0	NA	genome
PMGRC-747-747-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-747-747-0	PMGRC-747-747-0	NA	genome
PMGRC-749-749-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-749-749-0	PMGRC-749-749-0	NA	genome
PMGRC-750-752-2	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-750-752-2	PMGRC-750-752-2	NA	genome
PMGRC-751-752-1	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-751-752-1	PMGRC-751-752-1	NA	genome
PMGRC-752-752-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-752-752-0	PMGRC-752-752-0	NA	genome
PMGRC-756-757-2	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-756-757-2	PMGRC-756-757-2	NA	genome
PMGRC-757-757-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-757-757-0	PMGRC-757-757-0	NA	genome
PMGRC-765-765-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-765-765-0	PMGRC-765-765-0	NA	genome
PMGRC-814-816-2	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-814-816-2	PMGRC-814-816-2	NA	genome
PMGRC-815-816-1	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-815-816-1	PMGRC-815-816-1	NA	genome
PMGRC-816-816-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-816-816-0	PMGRC-816-816-0	NA	genome
PMGRC-831-832-2	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-831-832-2	PMGRC-831-832-2	NA	genome
PMGRC-832-832-0	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-832-832-0	PMGRC-832-832-0	NA	genome
PMGRC-850-832-1	150	NA	NA	NA	NA	NA	2023-09-29	PMGRC-850-832-1	PMGRC-850-832-1	NA	genome
PMGRC-1021-1021-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315350EP	PMGRC-1021-1021-0	NA	genome
PMGRC-944-944-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315339EP	PMGRC-944-944-0	NA	genome
PMGRC-945-945-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315340EP	PMGRC-945-945-0	NA	genome
PMGRC-946-946-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315341EP	PMGRC-946-946-0	NA	genome
PMGRC-948-948-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315342EP	PMGRC-948-948-0	NA	genome
PMGRC-949-949-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315343EP	PMGRC-949-949-0	NA	genome
PMGRC-950-950-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315344EP	PMGRC-950-950-0	NA	genome
PMGRC-951-951-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315345EP	PMGRC-951-951-0	NA	genome
PMGRC-952-952-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315346EP	PMGRC-952-952-0	NA	genome
PMGRC-953-953-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315347EP	PMGRC-953-953-0	NA	genome
PMGRC-954-954-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315348EP	PMGRC-954-954-0	NA	genome
PMGRC-955-955-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315349EP	PMGRC-955-955-0	NA	genome
PMGRC-958-958-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315351EP	PMGRC-958-958-0	NA	genome
PMGRC-960-960-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315352EP	PMGRC-960-960-0	NA	genome
PMGRC-961-961-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315353EP	PMGRC-961-961-0	NA	genome
PMGRC-962-962-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315354EP	PMGRC-962-962-0	NA	genome
PMGRC-1022-1022-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315360EP	PMGRC-1022-1022-0	NA	genome
PMGRC-963-963-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315355EP	PMGRC-963-963-0	NA	genome
PMGRC-965-965-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315357EP	PMGRC-965-965-0	NA	genome
PMGRC-966-966-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315358EP	PMGRC-966-966-0	NA	genome
PMGRC-968-968-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315359EP	PMGRC-968-968-0	NA	genome
PMGRC-969-969-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315361EP	PMGRC-969-969-0	NA	genome
PMGRC-970-970-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315362EP	PMGRC-970-970-0	NA	genome
PMGRC-971-971-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315363EP	PMGRC-971-971-0	NA	genome
PMGRC-972-972-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315364EP	PMGRC-972-972-0	NA	genome
PMGRC-973-973-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315365EP	PMGRC-973-973-0	NA	genome
PMGRC-974-974-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315366EP	PMGRC-974-974-0	NA	genome
PMGRC-975-975-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315367EP	PMGRC-975-975-0	NA	genome
PMGRC-976-976-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315368EP	PMGRC-976-976-0	NA	genome
PMGRC-977-977-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315369EP	PMGRC-977-977-0	NA	genome
PMGRC-978-978-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315370EP	PMGRC-978-978-0	NA	genome
PMGRC-979-979-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-09	GER2315371EP	PMGRC-979-979-0	NA	genome
PMGRC-1000-1000-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315400EP	PMGRC-1000-1000-0	NA	genome
PMGRC-1001-1001-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315403EP	PMGRC-1001-1001-0	NA	genome
PMGRC-1028-1028-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315390EP	PMGRC-1028-1028-0	NA	genome
PMGRC-1029-1029-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315393EP	PMGRC-1029-1029-0	NA	genome
PMGRC-1030-1030-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315394EP	PMGRC-1030-1030-0	NA	genome
PMGRC-1031-1031-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315395EP	PMGRC-1031-1031-0	NA	genome
PMGRC-1032-1032-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315396EP	PMGRC-1032-1032-0	NA	genome
PMGRC-1033-1033-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315401EP	PMGRC-1033-1033-0	NA	genome
PMGRC-1034-1034-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315402EP	PMGRC-1034-1034-0	NA	genome
PMGRC-992-992-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315388EP	PMGRC-992-992-0	NA	genome
PMGRC-993-993-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315389EP	PMGRC-993-993-0	NA	genome
PMGRC-994-994-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315391EP	PMGRC-994-994-0	NA	genome
PMGRC-995-995-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315392EP	PMGRC-995-995-0	NA	genome
PMGRC-996-996-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315397EP	PMGRC-996-996-0	NA	genome
PMGRC-997-997-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315398EP	PMGRC-997-997-0	NA	genome
PMGRC-999-999-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315399EP	PMGRC-999-999-0	NA	genome
PMGRC-1024-1024-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315378EP	PMGRC-1024-1024-0	NA	genome
PMGRC-1025-1025-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315379EP	PMGRC-1025-1025-0	NA	genome
PMGRC-1026-1026-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315380EP	PMGRC-1026-1026-0	NA	genome
PMGRC-1027-1027-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315387EP	PMGRC-1027-1027-0	NA	genome
PMGRC-980-980-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315372EP	PMGRC-980-980-0	NA	genome
PMGRC-981-981-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315373EP	PMGRC-981-981-0	NA	genome
PMGRC-982-982-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315374EP	PMGRC-982-982-0	NA	genome
PMGRC-983-983-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315375EP	PMGRC-983-983-0	NA	genome
PMGRC-984-984-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315376EP	PMGRC-984-984-0	NA	genome
PMGRC-985-985-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315377EP	PMGRC-985-985-0	NA	genome
PMGRC-986-986-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315381EP	PMGRC-986-986-0	NA	genome
PMGRC-987-987-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315382EP	PMGRC-987-987-0	NA	genome
PMGRC-988-988-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315383EP	PMGRC-988-988-0	NA	genome
PMGRC-989-989-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315384EP	PMGRC-989-989-0	NA	genome
PMGRC-990-990-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315385EP	PMGRC-990-990-0	NA	genome
PMGRC-991-991-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-12	GER2315386EP	PMGRC-991-991-0	NA	genome
PMGRC-1010-1010-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315420EP	PMGRC-1010-1010-0	NA	genome
PMGRC-1011-1011-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315422EP	PMGRC-1011-1011-0	NA	genome
PMGRC-1012-1012-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315424EP	PMGRC-1012-1012-0	NA	genome
PMGRC-1013-1013-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315425EP	PMGRC-1013-1013-0	NA	genome
PMGRC-1014-1014-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315427EP	PMGRC-1014-1014-0	NA	genome
PMGRC-1015-1015-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315428EP	PMGRC-1015-1015-0	NA	genome
PMGRC-1016-1016-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315429EP	PMGRC-1016-1016-0	NA	genome
PMGRC-1017-1017-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315431EP	PMGRC-1017-1017-0	NA	genome
PMGRC-1018-1018-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315432EP	PMGRC-1018-1018-0	NA	genome
PMGRC-1019-1019-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315433EP	PMGRC-1019-1019-0	NA	genome
PMGRC-1020-1020-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315434EP	PMGRC-1020-1020-0	NA	genome
PMGRC-1048-1048-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315421EP	PMGRC-1048-1048-0	NA	genome
PMGRC-1049-1049-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315423EP	PMGRC-1049-1049-0	NA	genome
PMGRC-1050-1050-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-10-17	GER2315426EP	PMGRC-1050-1050-0	NA	genome
