aligned_rna_short_read_id	aligned_rna_short_read_index_file	alignment_log_file	mean_coverage	reference_assembly	gene_annotation_details	reference_assembly_details	percent_multimapped	alignment_software	experiment_rna_short_read_id	gene_annotation	md5sum	percent_uniquely_aligned	quality_issues	reference_assembly_uri	aligned_rna_short_read_file	percent_unaligned	alignment_postprocessing
PMGRC-251-251-0_UCI001-008_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-251-251-0_UCI001-008_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-008_RNA	GENCODEv41	9d87cf5054455305ab9dc1e414c81950	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-251-251-0_UCI001-008_RNA.cram	NA	NA
PMGRC-250-251-3_UCI001-009_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-250-251-3_UCI001-009_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-009_RNA	GENCODEv41	a55bec79d33cce230452e4add7096d65	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-250-251-3_UCI001-009_RNA.cram	NA	NA
PMGRC-287-287-0_UCI001-010_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-287-287-0_UCI001-010_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-010_RNA	GENCODEv41	e079f87560d34b55ce0f798bc2cfb8f1	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-287-287-0_UCI001-010_RNA.cram	NA	NA
PMGRC-655-287-2_UCI001-011_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-655-287-2_UCI001-011_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-011_RNA	GENCODEv41	23c4e7c2dfeaa0d4ae1910412b5ce50b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-655-287-2_UCI001-011_RNA.cram	NA	NA
PMGRC-310-310-0_UCI001-012_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-310-310-0_UCI001-012_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-012_RNA	GENCODEv41	ff93e179814ea9e24b619a2c9c1bbe0f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-310-310-0_UCI001-012_RNA.cram	NA	NA
PMGRC-309-310-1_UCI001-013_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-309-310-1_UCI001-013_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-013_RNA	GENCODEv41	7069e72550b813507e68fcd1025bddc8	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-309-310-1_UCI001-013_RNA.cram	NA	NA
PMGRC-308-310-2_UCI001-014_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-308-310-2_UCI001-014_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-014_RNA	GENCODEv41	b0b3d1373a556522e97c6b02724938c2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-308-310-2_UCI001-014_RNA.cram	NA	NA
PMGRC-313-316-2_UCI001-015_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-313-316-2_UCI001-015_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-015_RNA	GENCODEv41	8717623638614921fa114a54c5346f39	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-313-316-2_UCI001-015_RNA.cram	NA	NA
PMGRC-315-316-3_UCI001-016_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-315-316-3_UCI001-016_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-016_RNA	GENCODEv41	4540eb60121486d3984755c0a879e6ca	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-315-316-3_UCI001-016_RNA.cram	NA	NA
PMGRC-320-320-0_UCI001-017_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-320-320-0_UCI001-017_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-017_RNA	GENCODEv41	a8764384bf19700f73e380127913b917	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-320-320-0_UCI001-017_RNA.cram	NA	NA
PMGRC-337-320-1_UCI001-018_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-337-320-1_UCI001-018_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-018_RNA	GENCODEv41	02fcd84829e59e9dab15bb79acfd9b84	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-337-320-1_UCI001-018_RNA.cram	NA	NA
PMGRC-329-320-2_UCI001-019_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-329-320-2_UCI001-019_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-019_RNA	GENCODEv41	963083a17b96f64289b5650bcf29c0ec	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-329-320-2_UCI001-019_RNA.cram	NA	NA
PMGRC-323-323-0_UCI001-020_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-323-323-0_UCI001-020_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-020_RNA	GENCODEv41	05f7ac6dfc509c06fc93838f4119462f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-323-323-0_UCI001-020_RNA.cram	NA	NA
PMGRC-324-324-0_UCI001-021_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-324-324-0_UCI001-021_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-021_RNA	GENCODEv41	bc4bf230fdcf3e1ddbd0d221a3a30305	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-324-324-0_UCI001-021_RNA.cram	NA	NA
PMGRC-325-324-2_UCI001-022_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-325-324-2_UCI001-022_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-022_RNA	GENCODEv41	52b4b71153f6cd078c5db05c82c111dc	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-325-324-2_UCI001-022_RNA.cram	NA	NA
PMGRC-332-332-0_UCI001-023_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-332-332-0_UCI001-023_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-023_RNA	GENCODEv41	0d4826db155b38ea43d1f531c25d14d2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-332-332-0_UCI001-023_RNA.cram	NA	NA
PMGRC-331-332-1_UCI001-024_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-331-332-1_UCI001-024_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-024_RNA	GENCODEv41	ed99cd910bf9a289bdcb443dcf15137b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-331-332-1_UCI001-024_RNA.cram	NA	NA
PMGRC-330-332-2_UCI001-025_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-330-332-2_UCI001-025_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-025_RNA	GENCODEv41	659b5e97af0151728a0bb71b0ce12c61	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-330-332-2_UCI001-025_RNA.cram	NA	NA
PMGRC-345-345-0_UCI001-026_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-345-345-0_UCI001-026_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-026_RNA	GENCODEv41	214809318e6925ea77daff531feb964c	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-345-345-0_UCI001-026_RNA.cram	NA	NA
PMGRC-343-345-2_UCI001-027_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-343-345-2_UCI001-027_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-027_RNA	GENCODEv41	44b0be71e52088d6c304c35a6b28f1a8	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-343-345-2_UCI001-027_RNA.cram	NA	NA
PMGRC-365-363-1_UCI001-028_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-365-363-1_UCI001-028_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-028_RNA	GENCODEv41	e19bb6a55f85caa67b111f344ba4c43c	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-365-363-1_UCI001-028_RNA.cram	NA	NA
PMGRC-364-363-2_UCI001-029_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-364-363-2_UCI001-029_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-029_RNA	GENCODEv41	fdb3cd2627fe519737bf4bf51290471b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-364-363-2_UCI001-029_RNA.cram	NA	NA
PMGRC-369-369-0_UCI001-030_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-369-369-0_UCI001-030_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-030_RNA	GENCODEv41	eeebc2850d5793e0c8be5e043473de54	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-369-369-0_UCI001-030_RNA.cram	NA	NA
PMGRC-371-369-1_UCI001-031_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-371-369-1_UCI001-031_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-031_RNA	GENCODEv41	34e663bd3302db0873071c0050ca736f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-371-369-1_UCI001-031_RNA.cram	NA	NA
PMGRC-370-369-2_UCI001-032_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-370-369-2_UCI001-032_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-032_RNA	GENCODEv41	a2ad68cc78b5aa513a96f1d0ad64b783	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-370-369-2_UCI001-032_RNA.cram	NA	NA
PMGRC-382-382-0_UCI001-033_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-382-382-0_UCI001-033_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-033_RNA	GENCODEv41	3acb93b53601dd74a451ab5b83490522	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-382-382-0_UCI001-033_RNA.cram	NA	NA
PMGRC-384-382-1_UCI001-034_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-384-382-1_UCI001-034_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-034_RNA	GENCODEv41	497d726050e5199684e911c2bb6e3727	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-384-382-1_UCI001-034_RNA.cram	NA	NA
PMGRC-383-382-2_UCI001-035_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-383-382-2_UCI001-035_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-035_RNA	GENCODEv41	c7300f19280d8f11762a9f2be7756f85	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-383-382-2_UCI001-035_RNA.cram	NA	NA
PMGRC-385-385-0_UCI001-036_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-385-385-0_UCI001-036_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-036_RNA	GENCODEv41	e054da916069cb90cdfa562222bc8dfd	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-385-385-0_UCI001-036_RNA.cram	NA	NA
PMGRC-387-385-1_UCI001-037_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-387-385-1_UCI001-037_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-037_RNA	GENCODEv41	098edf30d5e530387b41627e77a68fdb	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-387-385-1_UCI001-037_RNA.cram	NA	NA
PMGRC-386-385-2_UCI001-038_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-386-385-2_UCI001-038_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-038_RNA	GENCODEv41	2791ca3bff9846c039124839df1d5128	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-386-385-2_UCI001-038_RNA.cram	NA	NA
PMGRC-388-388-0_UCI001-039_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-388-388-0_UCI001-039_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-039_RNA	GENCODEv41	3c952da4c3ba686e55028e8d4e259476	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-388-388-0_UCI001-039_RNA.cram	NA	NA
PMGRC-389-388-2_UCI001-040_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-389-388-2_UCI001-040_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-040_RNA	GENCODEv41	7fc3db9fdfdbad34a60f2aada62a7583	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-389-388-2_UCI001-040_RNA.cram	NA	NA
PMGRC-392-392-0_UCI001-041_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-392-392-0_UCI001-041_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-041_RNA	GENCODEv41	ef2541c156e6701ed9f6a97c584f7e48	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-392-392-0_UCI001-041_RNA.cram	NA	NA
PMGRC-394-392-1_UCI001-042_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-394-392-1_UCI001-042_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-042_RNA	GENCODEv41	1d42a2288dfbc85e4947cf951179a596	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-394-392-1_UCI001-042_RNA.cram	NA	NA
PMGRC-393-392-2_UCI001-043_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-393-392-2_UCI001-043_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-043_RNA	GENCODEv41	1ed87a39584fffca293ad54688337b7b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-393-392-2_UCI001-043_RNA.cram	NA	NA
PMGRC-403-403-0_UCI001-044_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-403-403-0_UCI001-044_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-044_RNA	GENCODEv41	e4155fa2ae20b5ed5933ec6aa4a05a2d	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-403-403-0_UCI001-044_RNA.cram	NA	NA
PMGRC-404-403-1_UCI001-045_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-404-403-1_UCI001-045_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-045_RNA	GENCODEv41	41484aec32039e2541f3688ce80daab0	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-404-403-1_UCI001-045_RNA.cram	NA	NA
PMGRC-405-403-2_UCI001-046_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-405-403-2_UCI001-046_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-046_RNA	GENCODEv41	35d74df5cb49cad48d64ed8044a9cd72	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-405-403-2_UCI001-046_RNA.cram	NA	NA
PMGRC-417-417-0_UCI001-047_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-417-417-0_UCI001-047_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-047_RNA	GENCODEv41	057d6f05c95a553a26d7770d89344837	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-417-417-0_UCI001-047_RNA.cram	NA	NA
PMGRC-465-466-2_UCI001-049_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-465-466-2_UCI001-049_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-049_RNA	GENCODEv41	cbd502400aeae31400db52334314cef0	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-465-466-2_UCI001-049_RNA.cram	NA	NA
