aligned_dna_short_read_id	aligned_dna_short_read_file	md5sum	quality_issues	experiment_dna_short_read_id	reference_assembly	analysis_details	reference_assembly_details	alignment_software	reference_assembly_uri	mean_coverage	aligned_dna_short_read_index_file
PMGRC-527-522-1_LS4268807_SQ6039_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-527-522-1_LS4268807_SQ6039.cram	e95c2233d8966e3ea1176bede3e51007	NA	PMGRC-527-522-1_LS4268807_SQ6039	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	40	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-527-522-1_LS4268807_SQ6039.crai
PMGRC-528-525-1_LS4429494_SQ6051_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-528-525-1_LS4429494_SQ6051.cram	0b8c77245fe455e038fd50ad7058485d	NA	PMGRC-528-525-1_LS4429494_SQ6051	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	36.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-528-525-1_LS4429494_SQ6051.crai
PMGRC-538-538-0_LS4268809_SQ6041_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-538-538-0_LS4268809_SQ6041.cram	edd0d165f50e8bea677a882e57327482	NA	PMGRC-538-538-0_LS4268809_SQ6041	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	34.8	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-538-538-0_LS4268809_SQ6041.crai
PMGRC-539-538-2_LS4268808_SQ6040_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-539-538-2_LS4268808_SQ6040.cram	606fce9cf754af5ccf83edb74bad56cc	NA	PMGRC-539-538-2_LS4268808_SQ6040	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	43.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-539-538-2_LS4268808_SQ6040.crai
PMGRC-543-543-0_LS4268814_SQ6046_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-543-543-0_LS4268814_SQ6046.cram	7d6c340b96fb4b42739dc437984845c6	NA	PMGRC-543-543-0_LS4268814_SQ6046	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	42.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-543-543-0_LS4268814_SQ6046.crai
PMGRC-544-543-2_LS4268815_SQ6047_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-544-543-2_LS4268815_SQ6047.cram	7b59593dad8a930903d1ebfe97f18e01	NA	PMGRC-544-543-2_LS4268815_SQ6047	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	58.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-544-543-2_LS4268815_SQ6047.crai
PMGRC-562-562-0_LS4429509_SQ6071_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-562-562-0_LS4429509_SQ6071.cram	84185573d5f9652cf25679ce1ec8cdc0	NA	PMGRC-562-562-0_LS4429509_SQ6071	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	49.8	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-562-562-0_LS4429509_SQ6071.crai
PMGRC-572-572-0_LS4429511_SQ6073_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-572-572-0_LS4429511_SQ6073.cram	b31a9d4d4e19d887ab529b5d9e2f2728	NA	PMGRC-572-572-0_LS4429511_SQ6073	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	60.7	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-572-572-0_LS4429511_SQ6073.crai
PMGRC-577-578-2_LS4429506_SQ6068_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-577-578-2_LS4429506_SQ6068.cram	53d952f01a2a9b00ba0f58fcb28e0a4c	NA	PMGRC-577-578-2_LS4429506_SQ6068	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	52.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-577-578-2_LS4429506_SQ6068.crai
PMGRC-578-578-0_LS4429505_SQ6067_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-578-578-0_LS4429505_SQ6067.cram	ff070d5d9dc844ba054307a551ff20bf	NA	PMGRC-578-578-0_LS4429505_SQ6067	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	49.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-578-578-0_LS4429505_SQ6067.crai
PMGRC-579-578-1_LS4429507_SQ6069_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-579-578-1_LS4429507_SQ6069.cram	629b32fbb77b363a5cbbacebee299cd2	NA	PMGRC-579-578-1_LS4429507_SQ6069	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	51	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-579-578-1_LS4429507_SQ6069.crai
PMGRC-99-101-2_LS4268817_SQ6049_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-99-101-2_LS4268817_SQ6049.cram	72af993a8fde8057d696cd2d376242d3	NA	PMGRC-99-101-2_LS4268817_SQ6049	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	NA	bwa 0.7.17	NA	45	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-99-101-2_LS4268817_SQ6049.crai
PMGRC-104-104-0_LS4073403_SQ6094_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-104-104-0_LS4073403_SQ6094.cram	01297930e946467fb0d00b4938f60023	NA	PMGRC-104-104-0_LS4073403_SQ6094	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-104-104-0_LS4073403_SQ6094.crai
PMGRC-138-104-2_LS4073404_SQ6095_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-138-104-2_LS4073404_SQ6095.cram	a353d1a19e7c1f4e62f37421b8b1e19d	NA	PMGRC-138-104-2_LS4073404_SQ6095	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-138-104-2_LS4073404_SQ6095.crai
PMGRC-158-158-0_LS4268794_SQ6110_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-158-158-0_LS4268794_SQ6110.cram	8028f722dfce4f61450ffee0c96a27fc	NA	PMGRC-158-158-0_LS4268794_SQ6110	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-158-158-0_LS4268794_SQ6110.crai
PMGRC-160-158-1_LS4268796_SQ6112_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-160-158-1_LS4268796_SQ6112.cram	7bf166b2851468e4d3c4ef50cf2ef7ef	NA	PMGRC-160-158-1_LS4268796_SQ6112	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	50.8	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-160-158-1_LS4268796_SQ6112.crai
PMGRC-188-188-0_LS4268838_SQ6102_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-188-188-0_LS4268838_SQ6102.cram	11c89d501aa39fd2aec2d613f15adcf0	NA	PMGRC-188-188-0_LS4268838_SQ6102	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	58	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-188-188-0_LS4268838_SQ6102.crai
PMGRC-189-188-2_LS4268837_SQ6101_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-189-188-2_LS4268837_SQ6101.cram	ebfbffcaf1dc25b078599119855cd428	NA	PMGRC-189-188-2_LS4268837_SQ6101	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	81.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-189-188-2_LS4268837_SQ6101.crai
PMGRC-190-188-1_LS4268836_SQ6100_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-190-188-1_LS4268836_SQ6100.cram	a079c0e27a0fa412dc5a643fd8a03527	NA	PMGRC-190-188-1_LS4268836_SQ6100	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	56.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-190-188-1_LS4268836_SQ6100.crai
PMGRC-202-204-2_LS4268849_SQ6125_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-202-204-2_LS4268849_SQ6125.cram	00acaf8ee0fdc12b9526a5767eec14f9	NA	PMGRC-202-204-2_LS4268849_SQ6125	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	50.2	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-202-204-2_LS4268849_SQ6125.crai
PMGRC-204-204-0_LS4268850_SQ6126_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-204-204-0_LS4268850_SQ6126.cram	b43bc277015a658d3e20a6f5aa1f1c06	NA	PMGRC-204-204-0_LS4268850_SQ6126	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	46	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-204-204-0_LS4268850_SQ6126.crai
PMGRC-223-223-0_LS4268827_SQ6067_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-223-223-0_LS4268827_SQ6067.cram	9cbfebf4bd1bf04c096276b3e7d297de	NA	PMGRC-223-223-0_LS4268827_SQ6067	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	26.2	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-223-223-0_LS4268827_SQ6067.crai
PMGRC-252-251-2_LS4268834_SQ6074_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-252-251-2_LS4268834_SQ6074.cram	943c0ac9eb40ec53da1a51ac3a3417ac	NA	PMGRC-252-251-2_LS4268834_SQ6074	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	26.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-252-251-2_LS4268834_SQ6074.crai
PMGRC-253-251-1_LS4268835_SQ6075_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-253-251-1_LS4268835_SQ6075.cram	63841a4788f391e5dc8278e696f4375a	NA	PMGRC-253-251-1_LS4268835_SQ6075	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-253-251-1_LS4268835_SQ6075.crai
PMGRC-254-233-2_LS4268846_SQ6122_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-254-233-2_LS4268846_SQ6122.cram	7741249e45e4bcdb66bc5c278ead3ffc	NA	PMGRC-254-233-2_LS4268846_SQ6122	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-254-233-2_LS4268846_SQ6122.crai
PMGRC-267-266-2_LS4268855_SQ6078_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-267-266-2_LS4268855_SQ6078.cram	35497830eb96437492b8e640af411b29	NA	PMGRC-267-266-2_LS4268855_SQ6078	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	28.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-267-266-2_LS4268855_SQ6078.crai
PMGRC-288-289-2_LS4268826_SQ6066_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-288-289-2_LS4268826_SQ6066.cram	ccac862c74d25dd8efa188d2c9d9a242	NA	PMGRC-288-289-2_LS4268826_SQ6066	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	33.4	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-288-289-2_LS4268826_SQ6066.crai
PMGRC-313-316-2_LS4268793_SQ6109_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-313-316-2_LS4268793_SQ6109.cram	da431cd57d2d1564ea637e1a2613fe5d	NA	PMGRC-313-316-2_LS4268793_SQ6109	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	72.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-313-316-2_LS4268793_SQ6109.crai
PMGRC-314-316-1_LS4268825_SQ6065_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-314-316-1_LS4268825_SQ6065.cram	dbfebb088e008448c979cee19d2044d7	NA	PMGRC-314-316-1_LS4268825_SQ6065	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	31.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-314-316-1_LS4268825_SQ6065.crai
PMGRC-316-316-0_LS4268795_SQ6111_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-316-316-0_LS4268795_SQ6111.cram	8598f91ec86f933eb80ba8c3aee11820	NA	PMGRC-316-316-0_LS4268795_SQ6111	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	48.9	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-316-316-0_LS4268795_SQ6111.crai
PMGRC-334-335-2_LS4268847_SQ6123_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-334-335-2_LS4268847_SQ6123.cram	22b195161197c9a3b603da628e855999	NA	PMGRC-334-335-2_LS4268847_SQ6123	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	58.1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-334-335-2_LS4268847_SQ6123.crai
PMGRC-335-335-0_LS4268856_SQ6079_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-335-335-0_LS4268856_SQ6079.cram	faaf9e77475ddc0e79d071fd983c1e17	NA	PMGRC-335-335-0_LS4268856_SQ6079	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	20.3	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-335-335-0_LS4268856_SQ6079.crai
PMGRC-336-335-1_LS4268848_SQ6124_1	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-336-335-1_LS4268848_SQ6124.cram	3bb93579a3eb0aa52e0b4d788d3bd02e	NA	PMGRC-336-335-1_LS4268848_SQ6124	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.6	gs://fc-secure-be182c9d-e20a-43aa-b158-39113ea47705/cram/PMGRC-336-335-1_LS4268848_SQ6124.crai
